Drug1,Drug2,cell,drug1_db,drug2_db,synergy
SUNITINIB,SORAFENIB,VCAP,DB01268,DB00398,-5.333325203
SUNITINIB,SORAFENIB,ZR751,DB01268,DB00398,-8.202305525
SUNITINIB,TOPOTECAN,A2058,DB01268,DB01030,-7.878076211
SUNITINIB,TOPOTECAN,A2780,DB01268,DB01030,2.120867271
SUNITINIB,TOPOTECAN,A375,DB01268,DB01030,-9.162108
SUNITINIB,TOPOTECAN,CAOV3,DB01268,DB01030,2.271614328
SUNITINIB,TOPOTECAN,DLD1,DB01268,DB01030,-13.64395857
SUNITINIB,TOPOTECAN,ES2,DB01268,DB01030,-9.187216032
SUNITINIB,TOPOTECAN,HCT116,DB01268,DB01030,-1.089935583
SUNITINIB,TOPOTECAN,HT144,DB01268,DB01030,-6.779262802
SUNITINIB,TOPOTECAN,HT29,DB01268,DB01030,-17.94488035
SUNITINIB,TOPOTECAN,KPL1,DB01268,DB01030,16.23647354
SUNITINIB,TOPOTECAN,LOVO,DB01268,DB01030,-2.977936625
SUNITINIB,TOPOTECAN,MDAMB436,DB01268,DB01030,-6.770040716
SUNITINIB,TOPOTECAN,NCIH1650,DB01268,DB01030,9.334123213
SUNITINIB,TOPOTECAN,NCIH2122,DB01268,DB01030,1.283908254
SUNITINIB,TOPOTECAN,NCIH23,DB01268,DB01030,-12.06479848
SUNITINIB,TOPOTECAN,NCIH460,DB01268,DB01030,-0.447544343
SUNITINIB,TOPOTECAN,NCIH520,DB01268,DB01030,-0.932909457
SUNITINIB,TOPOTECAN,OV90,DB01268,DB01030,-14.40264226
SUNITINIB,TOPOTECAN,RKO,DB01268,DB01030,-2.247449962
SUNITINIB,TOPOTECAN,RPMI7951,DB01268,DB01030,-6.236702466
SUNITINIB,TOPOTECAN,SKMEL30,DB01268,DB01030,6.922829964
SUNITINIB,TOPOTECAN,SKMES1,DB01268,DB01030,-5.005911562
SUNITINIB,TOPOTECAN,SKOV3,DB01268,DB01030,-11.46861828
SUNITINIB,TOPOTECAN,SW620,DB01268,DB01030,5.236478763
SUNITINIB,TOPOTECAN,SW837,DB01268,DB01030,-5.680591548
SUNITINIB,TOPOTECAN,T47D,DB01268,DB01030,-23.30031907
SUNITINIB,TOPOTECAN,UACC62,DB01268,DB01030,-4.968162568
SUNITINIB,TOPOTECAN,VCAP,DB01268,DB01030,6.63853735
SUNITINIB,TOPOTECAN,ZR751,DB01268,DB01030,-0.270612368
TOPOTECAN,SORAFENIB,A2058,DB01030,DB00398,-1.564872783
TOPOTECAN,SORAFENIB,A2780,DB01030,DB00398,2.526502022
TOPOTECAN,SORAFENIB,A375,DB01030,DB00398,0.778790034
TOPOTECAN,SORAFENIB,CAOV3,DB01030,DB00398,0.937476577
TOPOTECAN,SORAFENIB,DLD1,DB01030,DB00398,10.31131236
TOPOTECAN,SORAFENIB,ES2,DB01030,DB00398,-1.603023666
TOPOTECAN,SORAFENIB,HCT116,DB01030,DB00398,0.380811352
TOPOTECAN,SORAFENIB,HT144,DB01030,DB00398,5.481139474
TOPOTECAN,SORAFENIB,HT29,DB01030,DB00398,-12.21221116
TOPOTECAN,SORAFENIB,KPL1,DB01030,DB00398,4.791813357
TOPOTECAN,SORAFENIB,LOVO,DB01030,DB00398,-4.813212408
TOPOTECAN,SORAFENIB,MDAMB436,DB01030,DB00398,-4.875300207
TOPOTECAN,SORAFENIB,NCIH1650,DB01030,DB00398,-0.100587978
TOPOTECAN,SORAFENIB,NCIH2122,DB01030,DB00398,0.320775059
TOPOTECAN,SORAFENIB,NCIH23,DB01030,DB00398,-2.98627311
TOPOTECAN,SORAFENIB,NCIH460,DB01030,DB00398,0.963147765
TOPOTECAN,SORAFENIB,NCIH520,DB01030,DB00398,13.54885898
TOPOTECAN,SORAFENIB,OV90,DB01030,DB00398,0.259897594
TOPOTECAN,SORAFENIB,RKO,DB01030,DB00398,2.083250636
TOPOTECAN,SORAFENIB,RPMI7951,DB01030,DB00398,-0.136591391
TOPOTECAN,SORAFENIB,SKMEL30,DB01030,DB00398,3.410316369
TOPOTECAN,SORAFENIB,SKMES1,DB01030,DB00398,9.200603554
TOPOTECAN,SORAFENIB,SKOV3,DB01030,DB00398,-8.143919443
TOPOTECAN,SORAFENIB,SW620,DB01030,DB00398,1.676853063
TOPOTECAN,SORAFENIB,SW837,DB01030,DB00398,-7.730108831
TOPOTECAN,SORAFENIB,T47D,DB01030,DB00398,-12.75363736
TOPOTECAN,SORAFENIB,UACC62,DB01030,DB00398,6.953030341
TOPOTECAN,SORAFENIB,VCAP,DB01030,DB00398,-5.749697079
TOPOTECAN,SORAFENIB,ZR751,DB01030,DB00398,-15.7705134
VINBLASTINE,ABT-888,A2058,DB00570,DB07232,-6.260305872
VINBLASTINE,ABT-888,A2780,DB00570,DB07232,-33.01039272
VINBLASTINE,ABT-888,A375,DB00570,DB07232,-33.66188078
VINBLASTINE,ABT-888,CAOV3,DB00570,DB07232,-38.11192775
VINBLASTINE,ABT-888,DLD1,DB00570,DB07232,-6.102604753
VINBLASTINE,ABT-888,ES2,DB00570,DB07232,-12.72149447
VINBLASTINE,ABT-888,HCT116,DB00570,DB07232,-16.55595588
VINBLASTINE,ABT-888,HT144,DB00570,DB07232,-31.95203457
VINBLASTINE,ABT-888,HT29,DB00570,DB07232,-44.09793187
VINBLASTINE,ABT-888,KPL1,DB00570,DB07232,-7.624608024
VINBLASTINE,ABT-888,LOVO,DB00570,DB07232,-31.81536286
VINBLASTINE,ABT-888,MDAMB436,DB00570,DB07232,-21.32252366
VINBLASTINE,ABT-888,NCIH1650,DB00570,DB07232,-29.0083885
VINBLASTINE,ABT-888,NCIH2122,DB00570,DB07232,-21.16777445
VINBLASTINE,ABT-888,NCIH23,DB00570,DB07232,-34.89296572
VINBLASTINE,ABT-888,NCIH460,DB00570,DB07232,-15.35249881
VINBLASTINE,ABT-888,NCIH520,DB00570,DB07232,-13.3486394
VINBLASTINE,ABT-888,OV90,DB00570,DB07232,-19.15594557
VINBLASTINE,ABT-888,RKO,DB00570,DB07232,-5.541467635
VINBLASTINE,ABT-888,RPMI7951,DB00570,DB07232,-37.34478721
VINBLASTINE,ABT-888,SKMEL30,DB00570,DB07232,-16.1673518
VINBLASTINE,ABT-888,SKMES1,DB00570,DB07232,-0.485674371
VINBLASTINE,ABT-888,SKOV3,DB00570,DB07232,-5.210869674
VINBLASTINE,ABT-888,SW620,DB00570,DB07232,-5.712796582
VINBLASTINE,ABT-888,SW837,DB00570,DB07232,-30.4198704
VINBLASTINE,ABT-888,T47D,DB00570,DB07232,-19.7234483
VINBLASTINE,ABT-888,UACC62,DB00570,DB07232,-28.21780099
VINBLASTINE,ABT-888,VCAP,DB00570,DB07232,-14.55831433
VINBLASTINE,ABT-888,ZR751,DB00570,DB07232,-50.84000559
VINBLASTINE,BORTEZOMIB,A2058,DB00570,DB00188,-10.55419165
VINBLASTINE,BORTEZOMIB,A2780,DB00570,DB00188,-37.13334543
VINBLASTINE,BORTEZOMIB,A375,DB00570,DB00188,-10.8968315
VINBLASTINE,BORTEZOMIB,CAOV3,DB00570,DB00188,-32.10671184
VINBLASTINE,BORTEZOMIB,DLD1,DB00570,DB00188,9.727242012
VINBLASTINE,BORTEZOMIB,ES2,DB00570,DB00188,16.9704289
VINBLASTINE,BORTEZOMIB,HCT116,DB00570,DB00188,-13.98222264
VINBLASTINE,BORTEZOMIB,HT144,DB00570,DB00188,-17.85957742
VINBLASTINE,BORTEZOMIB,HT29,DB00570,DB00188,-27.19240385
VINBLASTINE,BORTEZOMIB,KPL1,DB00570,DB00188,9.000147712
VINBLASTINE,BORTEZOMIB,LOVO,DB00570,DB00188,4.51197971
VINBLASTINE,BORTEZOMIB,MDAMB436,DB00570,DB00188,-11.25332847
VINBLASTINE,BORTEZOMIB,NCIH1650,DB00570,DB00188,-40.09623514
VINBLASTINE,BORTEZOMIB,NCIH2122,DB00570,DB00188,-38.162152
VINBLASTINE,BORTEZOMIB,NCIH23,DB00570,DB00188,-30.33070495
VINBLASTINE,BORTEZOMIB,NCIH460,DB00570,DB00188,-38.97671729
VINBLASTINE,BORTEZOMIB,NCIH520,DB00570,DB00188,-35.64042528
VINBLASTINE,BORTEZOMIB,OV90,DB00570,DB00188,-17.53033643
VINBLASTINE,BORTEZOMIB,RKO,DB00570,DB00188,-10.56821449
VINBLASTINE,BORTEZOMIB,RPMI7951,DB00570,DB00188,-21.52598832
VINBLASTINE,BORTEZOMIB,SKMEL30,DB00570,DB00188,-15.89976665
VINBLASTINE,BORTEZOMIB,SKMES1,DB00570,DB00188,-34.12471001
VINBLASTINE,BORTEZOMIB,SKOV3,DB00570,DB00188,-1.732884934
VINBLASTINE,BORTEZOMIB,SW620,DB00570,DB00188,15.12691776
VINBLASTINE,BORTEZOMIB,SW837,DB00570,DB00188,-9.30170878
VINBLASTINE,BORTEZOMIB,T47D,DB00570,DB00188,-32.24183569
VINBLASTINE,BORTEZOMIB,UACC62,DB00570,DB00188,-29.45041491
VINBLASTINE,BORTEZOMIB,VCAP,DB00570,DB00188,-14.05161279
VINBLASTINE,BORTEZOMIB,ZR751,DB00570,DB00188,-32.29125776
VINBLASTINE,DASATINIB,A2058,DB00570,DB01254,41.6650811
VINBLASTINE,DASATINIB,A2780,DB00570,DB01254,39.18536378
VINBLASTINE,DASATINIB,A375,DB00570,DB01254,-6.227297328
VINBLASTINE,DASATINIB,CAOV3,DB00570,DB01254,-6.819538466
VINBLASTINE,DASATINIB,DLD1,DB00570,DB01254,19.08949188
VINBLASTINE,DASATINIB,ES2,DB00570,DB01254,11.18416254
VINBLASTINE,DASATINIB,HCT116,DB00570,DB01254,-44.90357203
VINBLASTINE,DASATINIB,HT144,DB00570,DB01254,-39.59713445
VINBLASTINE,DASATINIB,HT29,DB00570,DB01254,-10.93278023
VINBLASTINE,DASATINIB,KPL1,DB00570,DB01254,5.306849088
VINBLASTINE,DASATINIB,LOVO,DB00570,DB01254,42.18423999
VINBLASTINE,DASATINIB,MDAMB436,DB00570,DB01254,-3.349819525
VINBLASTINE,DASATINIB,NCIH1650,DB00570,DB01254,33.55402048
VINBLASTINE,DASATINIB,NCIH2122,DB00570,DB01254,-99.66705551
VINBLASTINE,DASATINIB,NCIH23,DB00570,DB01254,-6.921767338
VINBLASTINE,DASATINIB,NCIH460,DB00570,DB01254,10.69446034
VINBLASTINE,DASATINIB,NCIH520,DB00570,DB01254,39.41310981
VINBLASTINE,DASATINIB,OV90,DB00570,DB01254,-0.434253542
VINBLASTINE,DASATINIB,RKO,DB00570,DB01254,-4.558272452
VINBLASTINE,DASATINIB,RPMI7951,DB00570,DB01254,8.222084008
VINBLASTINE,DASATINIB,SKMEL30,DB00570,DB01254,-34.9381396
VINBLASTINE,DASATINIB,SKMES1,DB00570,DB01254,-9.658091146
VINBLASTINE,DASATINIB,SKOV3,DB00570,DB01254,9.262139021
VINBLASTINE,DASATINIB,SW620,DB00570,DB01254,22.37840362
VINBLASTINE,DASATINIB,SW837,DB00570,DB01254,20.63883444
VINBLASTINE,DASATINIB,T47D,DB00570,DB01254,-40.10616085
VINBLASTINE,DASATINIB,UACC62,DB00570,DB01254,0.442708258
VINBLASTINE,DASATINIB,VCAP,DB00570,DB01254,10.67249367
VINBLASTINE,DASATINIB,ZR751,DB00570,DB01254,-49.88629454
VINBLASTINE,ERLOTINIB,A2058,DB00570,DB00530,85.57939365
VINBLASTINE,ERLOTINIB,A2780,DB00570,DB00530,9.926649194
VINBLASTINE,ERLOTINIB,A375,DB00570,DB00530,45.22157703
VINBLASTINE,ERLOTINIB,CAOV3,DB00570,DB00530,23.24715405
VINBLASTINE,ERLOTINIB,DLD1,DB00570,DB00530,25.71654313
VINBLASTINE,ERLOTINIB,ES2,DB00570,DB00530,58.79504997
VINBLASTINE,ERLOTINIB,HCT116,DB00570,DB00530,71.50881052
VINBLASTINE,ERLOTINIB,HT144,DB00570,DB00530,33.69883247
VINBLASTINE,ERLOTINIB,HT29,DB00570,DB00530,49.68847538
VINBLASTINE,ERLOTINIB,KPL1,DB00570,DB00530,44.65469026
VINBLASTINE,ERLOTINIB,LOVO,DB00570,DB00530,42.3579718
VINBLASTINE,ERLOTINIB,MDAMB436,DB00570,DB00530,15.69197353
VINBLASTINE,ERLOTINIB,NCIH1650,DB00570,DB00530,9.610371745
VINBLASTINE,ERLOTINIB,NCIH2122,DB00570,DB00530,39.33975616
VINBLASTINE,ERLOTINIB,NCIH23,DB00570,DB00530,14.02364341
VINBLASTINE,ERLOTINIB,NCIH460,DB00570,DB00530,55.54657753
VINBLASTINE,ERLOTINIB,NCIH520,DB00570,DB00530,39.94346161
VINBLASTINE,ERLOTINIB,OV90,DB00570,DB00530,19.70598176
VINBLASTINE,ERLOTINIB,RKO,DB00570,DB00530,64.85230465
VINBLASTINE,ERLOTINIB,RPMI7951,DB00570,DB00530,19.39465925
VINBLASTINE,ERLOTINIB,SKMEL30,DB00570,DB00530,43.33310365
VINBLASTINE,ERLOTINIB,SKMES1,DB00570,DB00530,28.62470543
VINBLASTINE,ERLOTINIB,SKOV3,DB00570,DB00530,41.011108
VINBLASTINE,ERLOTINIB,SW620,DB00570,DB00530,59.56206452
VINBLASTINE,ERLOTINIB,SW837,DB00570,DB00530,54.25688552
VINBLASTINE,ERLOTINIB,T47D,DB00570,DB00530,-14.05261606
VINBLASTINE,ERLOTINIB,UACC62,DB00570,DB00530,32.31482524
VINBLASTINE,ERLOTINIB,VCAP,DB00570,DB00530,114.6457311
VINBLASTINE,ERLOTINIB,ZR751,DB00570,DB00530,40.44572347
VINBLASTINE,GELDANAMYCIN,A2058,DB00570,DB02424,-12.87229487
VINBLASTINE,GELDANAMYCIN,A2780,DB00570,DB02424,-18.22399153
VINBLASTINE,GELDANAMYCIN,A375,DB00570,DB02424,14.62997756
VINBLASTINE,GELDANAMYCIN,CAOV3,DB00570,DB02424,-30.65969489
VINBLASTINE,GELDANAMYCIN,DLD1,DB00570,DB02424,-16.16603371
VINBLASTINE,GELDANAMYCIN,ES2,DB00570,DB02424,0.419767505
VINBLASTINE,GELDANAMYCIN,HCT116,DB00570,DB02424,-16.39905805
VINBLASTINE,GELDANAMYCIN,HT144,DB00570,DB02424,-17.92428323
VINBLASTINE,GELDANAMYCIN,HT29,DB00570,DB02424,-35.70527713
VINBLASTINE,GELDANAMYCIN,KPL1,DB00570,DB02424,-14.93310888
VINBLASTINE,GELDANAMYCIN,LOVO,DB00570,DB02424,-28.62431489
VINBLASTINE,GELDANAMYCIN,MDAMB436,DB00570,DB02424,-3.673009117
VINBLASTINE,GELDANAMYCIN,NCIH1650,DB00570,DB02424,-26.43318161
VINBLASTINE,GELDANAMYCIN,NCIH2122,DB00570,DB02424,-41.98659526
VINBLASTINE,GELDANAMYCIN,NCIH23,DB00570,DB02424,-24.91058246
VINBLASTINE,GELDANAMYCIN,NCIH460,DB00570,DB02424,-29.03978051
VINBLASTINE,GELDANAMYCIN,NCIH520,DB00570,DB02424,-21.14714659
VINBLASTINE,GELDANAMYCIN,OV90,DB00570,DB02424,-24.72680222
VINBLASTINE,GELDANAMYCIN,RKO,DB00570,DB02424,-7.00195572
VINBLASTINE,GELDANAMYCIN,RPMI7951,DB00570,DB02424,-11.90252931
VINBLASTINE,GELDANAMYCIN,SKMEL30,DB00570,DB02424,-18.15600231
VINBLASTINE,GELDANAMYCIN,SKMES1,DB00570,DB02424,-23.27499983
VINBLASTINE,GELDANAMYCIN,SKOV3,DB00570,DB02424,-8.065646386
VINBLASTINE,GELDANAMYCIN,SW620,DB00570,DB02424,-3.809024947
VINBLASTINE,GELDANAMYCIN,SW837,DB00570,DB02424,-30.91373154
VINBLASTINE,GELDANAMYCIN,T47D,DB00570,DB02424,-16.3040975
VINBLASTINE,GELDANAMYCIN,UACC62,DB00570,DB02424,-77.82985735
VINBLASTINE,GELDANAMYCIN,VCAP,DB00570,DB02424,-5.97610342
VINBLASTINE,GELDANAMYCIN,ZR751,DB00570,DB02424,-21.41855019
VINBLASTINE,LAPATINIB,A2058,DB00570,DB01259,28.72204641
VINBLASTINE,LAPATINIB,A2780,DB00570,DB01259,-5.061144539
VINBLASTINE,LAPATINIB,A375,DB00570,DB01259,22.83658596
VINBLASTINE,LAPATINIB,CAOV3,DB00570,DB01259,-4.335261172
VINBLASTINE,LAPATINIB,DLD1,DB00570,DB01259,36.56317971
VINBLASTINE,LAPATINIB,ES2,DB00570,DB01259,18.9213898
VINBLASTINE,LAPATINIB,HCT116,DB00570,DB01259,4.381358879
VINBLASTINE,LAPATINIB,HT144,DB00570,DB01259,6.724143546
VINBLASTINE,LAPATINIB,HT29,DB00570,DB01259,-10.92119874
VINBLASTINE,LAPATINIB,KPL1,DB00570,DB01259,3.994325286
VINBLASTINE,LAPATINIB,LOVO,DB00570,DB01259,33.08985674
VINBLASTINE,LAPATINIB,MDAMB436,DB00570,DB01259,-15.41813187
VINBLASTINE,LAPATINIB,NCIH1650,DB00570,DB01259,-7.894081137
VINBLASTINE,LAPATINIB,NCIH2122,DB00570,DB01259,-24.98687907
VINBLASTINE,LAPATINIB,NCIH23,DB00570,DB01259,-10.5428104
VINBLASTINE,LAPATINIB,NCIH460,DB00570,DB01259,3.973012988
VINBLASTINE,LAPATINIB,NCIH520,DB00570,DB01259,-2.579725695
VINBLASTINE,LAPATINIB,OV90,DB00570,DB01259,-18.18239461
VINBLASTINE,LAPATINIB,RKO,DB00570,DB01259,-14.77233304
VINBLASTINE,LAPATINIB,RPMI7951,DB00570,DB01259,-9.670425864
VINBLASTINE,LAPATINIB,SKMEL30,DB00570,DB01259,-10.25160505
VINBLASTINE,LAPATINIB,SKMES1,DB00570,DB01259,5.48104165
VINBLASTINE,LAPATINIB,SKOV3,DB00570,DB01259,17.30961732
VINBLASTINE,LAPATINIB,SW620,DB00570,DB01259,5.966314596
VINBLASTINE,LAPATINIB,SW837,DB00570,DB01259,33.39639297
VINBLASTINE,LAPATINIB,T47D,DB00570,DB01259,-33.91977071
VINBLASTINE,LAPATINIB,UACC62,DB00570,DB01259,-0.767746624
VINBLASTINE,LAPATINIB,VCAP,DB00570,DB01259,15.20486157
VINBLASTINE,LAPATINIB,ZR751,DB00570,DB01259,-6.03486564
VINBLASTINE,SORAFENIB,A2058,DB00570,DB00398,25.4344919
VINBLASTINE,SORAFENIB,A2780,DB00570,DB00398,-1.005866696
VINBLASTINE,SORAFENIB,A375,DB00570,DB00398,15.47849733
VINBLASTINE,SORAFENIB,CAOV3,DB00570,DB00398,-9.920310859
VINBLASTINE,SORAFENIB,DLD1,DB00570,DB00398,20.98381052
VINBLASTINE,SORAFENIB,ES2,DB00570,DB00398,34.59434216
VINBLASTINE,SORAFENIB,HCT116,DB00570,DB00398,22.70004511
VINBLASTINE,SORAFENIB,HT144,DB00570,DB00398,17.87219181
VINBLASTINE,SORAFENIB,HT29,DB00570,DB00398,-2.261654984
VINBLASTINE,SORAFENIB,KPL1,DB00570,DB00398,11.78114339
VINBLASTINE,SORAFENIB,LOVO,DB00570,DB00398,0.95587232
VINBLASTINE,SORAFENIB,MDAMB436,DB00570,DB00398,-6.937559609
VINBLASTINE,SORAFENIB,NCIH1650,DB00570,DB00398,11.11385032
VINBLASTINE,SORAFENIB,NCIH2122,DB00570,DB00398,0.267567011
VINBLASTINE,SORAFENIB,NCIH23,DB00570,DB00398,1.141688488
VINBLASTINE,SORAFENIB,NCIH460,DB00570,DB00398,16.23493824
VINBLASTINE,SORAFENIB,NCIH520,DB00570,DB00398,4.067989395
VINBLASTINE,SORAFENIB,OV90,DB00570,DB00398,4.864193647
VINBLASTINE,SORAFENIB,RKO,DB00570,DB00398,29.17794342
VINBLASTINE,SORAFENIB,RPMI7951,DB00570,DB00398,-5.652835366
VINBLASTINE,SORAFENIB,SKMEL30,DB00570,DB00398,11.95274055
VINBLASTINE,SORAFENIB,SKMES1,DB00570,DB00398,18.11050333
VINBLASTINE,SORAFENIB,SKOV3,DB00570,DB00398,25.08227257
VINBLASTINE,SORAFENIB,SW620,DB00570,DB00398,35.17248524
VINBLASTINE,SORAFENIB,SW837,DB00570,DB00398,9.277670163
VINBLASTINE,SORAFENIB,T47D,DB00570,DB00398,-8.890072018
VINBLASTINE,SORAFENIB,UACC62,DB00570,DB00398,7.685265381
VINBLASTINE,SORAFENIB,VCAP,DB00570,DB00398,39.73514779
VINBLASTINE,SORAFENIB,ZR751,DB00570,DB00398,-4.222230431
VINBLASTINE,SUNITINIB,A2058,DB00570,DB01268,1.691645593
VINBLASTINE,SUNITINIB,A2780,DB00570,DB01268,-3.696362168
VINBLASTINE,SUNITINIB,A375,DB00570,DB01268,1.133144836
VINBLASTINE,SUNITINIB,CAOV3,DB00570,DB01268,-3.793368889
VINBLASTINE,SUNITINIB,DLD1,DB00570,DB01268,8.680349493
VINBLASTINE,SUNITINIB,ES2,DB00570,DB01268,16.65884433
VINBLASTINE,SUNITINIB,HCT116,DB00570,DB01268,5.823105023
VINBLASTINE,SUNITINIB,HT144,DB00570,DB01268,7.009757364
VINBLASTINE,SUNITINIB,HT29,DB00570,DB01268,-11.52411698
VINBLASTINE,SUNITINIB,KPL1,DB00570,DB01268,14.71383322
VINBLASTINE,SUNITINIB,LOVO,DB00570,DB01268,-0.270805709
VINBLASTINE,SUNITINIB,MDAMB436,DB00570,DB01268,-5.885634529
VINBLASTINE,SUNITINIB,NCIH1650,DB00570,DB01268,7.611946731
VINBLASTINE,SUNITINIB,NCIH2122,DB00570,DB01268,4.968532262
VINBLASTINE,SUNITINIB,NCIH23,DB00570,DB01268,-18.86316063
VINBLASTINE,SUNITINIB,NCIH460,DB00570,DB01268,-3.919378718
VINBLASTINE,SUNITINIB,NCIH520,DB00570,DB01268,-0.010526166
VINBLASTINE,SUNITINIB,OV90,DB00570,DB01268,0.049221346
VINBLASTINE,SUNITINIB,RKO,DB00570,DB01268,-3.001569304
VINBLASTINE,SUNITINIB,RPMI7951,DB00570,DB01268,-18.02883515
VINBLASTINE,SUNITINIB,SKMEL30,DB00570,DB01268,-10.29952621
VINBLASTINE,SUNITINIB,SKMES1,DB00570,DB01268,-9.699262448
VINBLASTINE,SUNITINIB,SKOV3,DB00570,DB01268,4.819999561
VINBLASTINE,SUNITINIB,SW620,DB00570,DB01268,25.16921451
VINBLASTINE,SUNITINIB,SW837,DB00570,DB01268,-8.047742094
VINBLASTINE,SUNITINIB,T47D,DB00570,DB01268,-18.93567274
VINBLASTINE,SUNITINIB,UACC62,DB00570,DB01268,6.58920859
VINBLASTINE,SUNITINIB,VCAP,DB00570,DB01268,6.344013992
VINBLASTINE,SUNITINIB,ZR751,DB00570,DB01268,-11.21871505
VINBLASTINE,ZOLINZA,A2058,DB00570,DB02546,-21.518126
VINBLASTINE,ZOLINZA,A2780,DB00570,DB02546,-14.14086203
VINBLASTINE,ZOLINZA,A375,DB00570,DB02546,-31.31519734
VINBLASTINE,ZOLINZA,CAOV3,DB00570,DB02546,-37.1587722
VINBLASTINE,ZOLINZA,DLD1,DB00570,DB02546,-3.996709229
VINBLASTINE,ZOLINZA,ES2,DB00570,DB02546,5.605589033
VINBLASTINE,ZOLINZA,HCT116,DB00570,DB02546,-13.34366812
VINBLASTINE,ZOLINZA,HT144,DB00570,DB02546,2.203437311
VINBLASTINE,ZOLINZA,HT29,DB00570,DB02546,-3.148207356
VINBLASTINE,ZOLINZA,KPL1,DB00570,DB02546,20.39194354
VINBLASTINE,ZOLINZA,LOVO,DB00570,DB02546,4.47355371
VINBLASTINE,ZOLINZA,MDAMB436,DB00570,DB02546,-16.02021888
VINBLASTINE,ZOLINZA,NCIH1650,DB00570,DB02546,3.980082911
VINBLASTINE,ZOLINZA,NCIH2122,DB00570,DB02546,-20.15337746
VINBLASTINE,ZOLINZA,NCIH23,DB00570,DB02546,-38.57213393
VINBLASTINE,ZOLINZA,NCIH460,DB00570,DB02546,-18.94381502
VINBLASTINE,ZOLINZA,NCIH520,DB00570,DB02546,-0.696788621
VINBLASTINE,ZOLINZA,OV90,DB00570,DB02546,-7.337505143
VINBLASTINE,ZOLINZA,RKO,DB00570,DB02546,-3.191112997
VINBLASTINE,ZOLINZA,RPMI7951,DB00570,DB02546,-11.50761233
VINBLASTINE,ZOLINZA,SKMEL30,DB00570,DB02546,-28.53523545
VINBLASTINE,ZOLINZA,SKMES1,DB00570,DB02546,0.87424644
VINBLASTINE,ZOLINZA,SKOV3,DB00570,DB02546,24.42820826
VINBLASTINE,ZOLINZA,SW620,DB00570,DB02546,19.96812077
VINBLASTINE,ZOLINZA,SW837,DB00570,DB02546,12.8994721
VINBLASTINE,ZOLINZA,T47D,DB00570,DB02546,1.746119261
VINBLASTINE,ZOLINZA,UACC62,DB00570,DB02546,1.670019848
VINBLASTINE,ZOLINZA,VCAP,DB00570,DB02546,18.28194836
VINBLASTINE,ZOLINZA,ZR751,DB00570,DB02546,-40.78037564
VINORELBINE,ABT-888,A2058,DB00361,DB07232,-14.72948136
VINORELBINE,ABT-888,A2780,DB00361,DB07232,-13.93949131
VINORELBINE,ABT-888,A375,DB00361,DB07232,10.32188837
VINORELBINE,ABT-888,CAOV3,DB00361,DB07232,-34.17870763
VINORELBINE,ABT-888,DLD1,DB00361,DB07232,-1.221444002
VINORELBINE,ABT-888,ES2,DB00361,DB07232,14.9163075
VINORELBINE,ABT-888,HCT116,DB00361,DB07232,-10.42891778
VINORELBINE,ABT-888,HT144,DB00361,DB07232,-3.374578758
VINORELBINE,ABT-888,HT29,DB00361,DB07232,-21.08220023
VINORELBINE,ABT-888,KPL1,DB00361,DB07232,2.455041508
VINORELBINE,ABT-888,LOVO,DB00361,DB07232,-2.38539239
VINORELBINE,ABT-888,MDAMB436,DB00361,DB07232,9.673112991
VINORELBINE,ABT-888,NCIH1650,DB00361,DB07232,-10.63729132
VINORELBINE,ABT-888,NCIH2122,DB00361,DB07232,-11.45134565
VINORELBINE,ABT-888,NCIH23,DB00361,DB07232,-99.70601119
VINORELBINE,ABT-888,NCIH460,DB00361,DB07232,0.623141907
VINORELBINE,ABT-888,NCIH520,DB00361,DB07232,-10.23345184
VINORELBINE,ABT-888,OV90,DB00361,DB07232,21.73562619
VINORELBINE,ABT-888,RKO,DB00361,DB07232,-1.336451327
VINORELBINE,ABT-888,RPMI7951,DB00361,DB07232,-11.41582919
VINORELBINE,ABT-888,SKMEL30,DB00361,DB07232,10.57602911
VINORELBINE,ABT-888,SKMES1,DB00361,DB07232,19.40680488
VINORELBINE,ABT-888,SKOV3,DB00361,DB07232,6.328011777
VINORELBINE,ABT-888,SW620,DB00361,DB07232,-2.032071629
VINORELBINE,ABT-888,SW837,DB00361,DB07232,-22.60500538
VINORELBINE,ABT-888,T47D,DB00361,DB07232,-62.14153045
VINORELBINE,ABT-888,UACC62,DB00361,DB07232,-4.148839186
VINORELBINE,ABT-888,VCAP,DB00361,DB07232,-15.99404826
VINORELBINE,ABT-888,ZR751,DB00361,DB07232,-18.10633388
VINORELBINE,BORTEZOMIB,A2058,DB00361,DB00188,-29.6509664
VINORELBINE,BORTEZOMIB,A2780,DB00361,DB00188,-33.09195683
VINORELBINE,BORTEZOMIB,A375,DB00361,DB00188,-9.598752946
VINORELBINE,BORTEZOMIB,CAOV3,DB00361,DB00188,-42.79262801
VINORELBINE,BORTEZOMIB,DLD1,DB00361,DB00188,0.047450389
VINORELBINE,BORTEZOMIB,ES2,DB00361,DB00188,-28.59156521
VINORELBINE,BORTEZOMIB,HCT116,DB00361,DB00188,-23.6526331
VINORELBINE,BORTEZOMIB,HT144,DB00361,DB00188,-9.779495746
VINORELBINE,BORTEZOMIB,HT29,DB00361,DB00188,-42.68826455
VINORELBINE,BORTEZOMIB,KPL1,DB00361,DB00188,-0.482273404
