Drug,SELFIES
DB00732,[C][N+1][Branch2][Ring2][=Branch2][C][C][C][=C][C][=Branch2][Ring1][#C][=C][Branch2][Ring1][=Branch2][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][C][C][=C][C][=Branch1][#Branch2][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C][O][C][O][C][O][C][C][C][C][=Branch1][C][=O][O][C][C][C][C][C][O][C][=Branch1][C][=O][C][C][N+1][Branch2][Ring2][=Branch2][C][C][C][=C][C][=Branch2][Ring1][#C][=C][Branch2][Ring1][=Branch2][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][C][C][=C][C][=Branch1][#Branch2][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C][O][C][O][C][O][C][C].[C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][O-1].[C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][O-1]
DB00734,[C][C][=C][Branch1][S][C][=Branch1][C][=O][N][C][C][C][C][C][Ring1][=Branch1][=N][Ring1][O][C][C][N][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][C][=N][O][C][=C][Ring1][Branch1][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][F]
DB00737,[C][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Cl]
DB00738,[C][=C][C][=Branch1][O][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=N][N][O][C][C][C][C][C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=N][N]
DB00740,[C][=C][C][=C][Branch1][=C][C][=C][Ring1][=Branch1][O][C][Branch1][C][F][Branch1][C][F][F][S][C][=Branch1][Ring2][=N][Ring1][N][N]
DB00741,[C][C][C][C][C][=Branch1][C][=O][C][=C][Ring1][#Branch1][C][C][C][C][Ring1][O][C][Branch2][Ring1][Branch2][C][C][Branch2][Ring1][C][C][Ring1][=Branch1][C][C][C][Ring1][Branch1][Branch1][#Branch1][C][=Branch1][C][=O][C][O][O][C][O]
DB00744,[C][C][Branch1][=C][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][S][Ring1][=Branch2][N][Branch1][=Branch1][C][=Branch1][C][=O][N][O]
DB00747,[C][N][C][C][C][Branch1][N][C][C][Ring1][=Branch1][C][C][Ring1][#Branch1][O][Ring1][Ring1][O][C][=Branch1][C][=O][C][Branch1][Ring1][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1]
DB00749,[C][C][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][=C][Branch1][Ring2][N][Ring1][Branch2][C][Branch1][=Branch1][O][C][C][Ring1][#Branch1][Branch1][Ring1][C][C][C][C][=Branch1][C][=O][O]
DB00750,[C][C][C][N][C][Branch1][C][C][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C]
DB00751,[C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring1][#C][C][=Branch1][Branch1][=N][Ring2][Ring1][C][N]
DB00752,[C][C][Branch1][Branch1][C][Ring1][Ring1][N][C][=C][C][=C][C][=C][Ring1][=Branch1]
DB00755,[C][C][=C][Branch1][=N][C][Branch1][=Branch1][C][C][C][Ring1][=Branch1][Branch1][C][C][C][C][=C][C][=Branch1][=C][=C][C][=C][C][=Branch1][#Branch1][=C][C][=Branch1][C][=O][O][C][C]
DB00759,[C][C][Branch2][Branch1][N][C][C][C][C][Branch2][Ring2][S][C][=Branch1][C][=O][C][=Branch2][Ring2][Ring1][=C][Branch2][Ring1][=C][C][Ring1][#Branch1][Branch2][Ring1][#Branch1][C][=Branch1][C][=O][C][Ring1][N][=C][Branch1][N][C][=C][Ring1][S][C][=C][C][=C][Ring1][=Branch1][O][O][O][O][C][=Branch1][C][=O][N][N][Branch1][C][C][C][O]
DB00762,[C][C][C][=C][C][N][C][=Branch2][Ring1][Branch2][=C][C][=C][Branch1][Branch1][C][Ring1][=Branch1][=O][C][O][C][=Branch1][C][=O][C][Ring1][=Branch2][Branch1][Ring1][C][C][O][C][Ring2][Ring1][C][=N][C][=C][Ring2][Ring1][=Branch1][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C][=Branch1][C][=O][N][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][N][C][C][C][C][C][Ring1][=Branch1]
DB00763,[C][N][C][=C][N][C][Ring1][Branch1][=S]
DB00768,[C][N][Branch1][C][C][C][C][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][O][C][=C][Ring1][O][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][C][=Branch1][C][=O][O]
DB00770,[C][C][C][C][C][C][Branch2][Ring1][N][C][=C][C][C][Branch2][Ring1][Ring2][C][C][=Branch1][C][=O][C][Ring1][=Branch1][C][C][C][C][C][C][C][=Branch1][C][=O][O][O][O]
DB00773,[C][C][O][C][C][C][Branch1][Ring2][O][Ring1][=Branch1][C][Branch2][Branch1][S][C][Branch2][Branch1][O][C][Branch1][Ring2][O][Ring1][#Branch1][O][C][C][C][O][C][=Branch1][C][=O][C][Ring1][=Branch1][C][Branch2][Ring1][C][C][=C][C][=C][Branch1][#Branch1][C][=C][Ring1][=C][Ring1][=Branch1][O][C][O][Ring1][#Branch1][C][=C][C][=Branch1][=N][=C][Branch1][=Branch2][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][O][O][C][O][O]
DB00776,[C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Branch1][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#C][=O][C][=Branch1][C][=O][N]
DB00778,[C][C][C][C][Branch2][Branch2][Branch2][C][Branch2][Branch2][Ring1][C][Branch2][#Branch1][=C][C][=Branch1][=Branch2][=N][O][C][O][C][C][O][C][C][Branch2][=Branch1][=C][C][C][Branch2][=Branch1][Branch1][C][Branch2][Ring2][O][C][Branch2][Ring2][=Branch1][C][Branch1][=N][C][Branch1][=Branch2][C][=Branch1][C][=O][O][Ring2][Ring1][#Branch1][C][O][C][C][C][Branch1][N][C][Branch1][Branch2][C][Branch1][Ring2][O][Ring1][=Branch1][C][O][Branch1][C][C][O][C][C][O][C][C][Branch1][P][C][Branch1][=Branch2][C][C][Branch1][Ring2][O][Ring1][=Branch1][C][N][Branch1][C][C][C][O][Branch1][C][C][O][C][C][O][Branch1][C][C][O]
DB00780,[C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][C][N][N]
DB00783,[C][C][C][C][C][C][Branch1][#Branch2][C][Ring1][=Branch1][C][C][C][Ring1][=Branch2][O][C][C][C][=C][Ring1][O][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O]
DB00784,[C][C][=C][Branch2][Ring1][#Branch1][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C]
DB00788,[C][C][Branch2][Ring1][Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][Branch1][Branch1][C][=C][Ring1][Branch2][O][C][C][=Branch1][C][=O][O]
DB00790,[C][C][C][C][Branch1][Branch2][C][=Branch1][C][=O][O][C][C][N][C][Branch1][C][C][C][=Branch1][C][=O][N][C][C][C][C][C][C][Ring1][=Branch1][C][C][Ring1][=Branch2][C][=Branch1][C][=O][O]
DB00792,[C][N][Branch1][C][C][C][C][N][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=N][Ring1][=Branch1]
DB00794,[C][C][C][Branch1][N][C][=Branch1][C][=O][N][C][N][C][Ring1][#Branch1][=O][C][=C][C][=C][C][=C][Ring1][=Branch1]
DB00795,[C][=C][C][=N][C][=Branch1][Ring2][=C][Ring1][=Branch1][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][=N][C][=C][C][=Branch1][=Branch2][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C][=Branch1][C][=O][O]
DB00796,[C][C][O][C][=N][C][=C][C][=C][C][=Branch2][Ring1][P][=C][Ring1][=Branch1][N][Ring1][=Branch2][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=N][N][N][=N][Ring1][Branch1][C][=Branch1][C][=O][O][C][Branch1][C][C][O][C][=Branch1][C][=O][O][C][C][C][C][C][C][Ring1][=Branch1]
DB00797,[C][C][N][=C][Branch1][Ring2][N][Ring1][Branch1][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
DB00799,[C][C][O][C][=Branch1][C][=O][C][=C][N][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][#C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][C][C][C][Ring1][Branch2][Branch1][C][C][C]
DB00800,[C][C][N][C][C][Branch2][Ring1][Ring2][C][=C][C][=Branch1][=C][=C][Branch1][#Branch2][C][=Branch1][=Branch1][=C][Ring1][=Branch1][Ring1][O][Cl][O][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O]
DB00804,[C][C][N][Branch1][Ring1][C][C][C][C][O][C][=Branch1][C][=O][C][Branch1][Branch2][C][C][C][C][C][Ring1][=Branch1][C][C][C][C][C][C][Ring1][=Branch1]
DB00807,[C][C][C][O][C][=C][Branch2][Ring1][#Branch1][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][C][N][Branch1][Ring1][C][C][C][C][N]
DB00808,[C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring1][=Branch2][N][C][=Branch1][C][=O][C][=C][C][=Branch1][=Branch2][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Cl][S][=Branch1][C][=O][=Branch1][C][=O][N]
DB00809,[C][C][N][Branch1][#Branch2][C][C][=C][C][=N][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][Branch1][Ring1][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1]
DB00810,[C][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][C][C][Branch1][N][C][C][C][C][C][Ring1][Branch1][C][=C][Ring1][Branch1][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][O]
DB00811,[C][=N][C][=Branch2][Ring1][=Branch1][=N][N][Ring1][Branch1][C][C][Branch1][=N][C][Branch1][=Branch2][C][Branch1][Ring2][O][Ring1][Branch1][C][O][O][O][C][=Branch1][C][=O][N]
DB00812,[C][C][C][C][C][C][=Branch1][C][=O][N][Branch1][S][N][Branch1][Branch1][C][Ring1][=Branch1][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1]
DB00814,[C][C][=C][N][=C][Branch1][Ring2][S][Ring1][Branch1][N][C][=Branch1][C][=O][C][=C][Branch2][Ring1][Ring2][C][=C][C][=C][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][N][Ring1][N][C][O]
DB00818,[C][C][Branch1][C][C][C][=C][Branch1][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][C][O]
DB00820,[C][N][C][C][=Branch1][C][=O][N][C][Branch1][Branch1][C][Ring1][#Branch1][=O][C][C][=C][Branch2][Ring1][Ring1][C][Ring1][Branch2][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C][O][Ring1][#Branch1][N][C][=C][C][=C][C][=C][Ring2][Ring1][Ring1][Ring1][=Branch1]
DB00821,[C][C][Branch2][Ring1][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][Branch1][Ring2][N][Ring1][#Branch1][C][=C][C][=Branch1][Ring2][=C][Ring1][#Branch1][Cl][C][=Branch1][C][=O][O]
DB00822,[C][C][N][Branch1][Ring1][C][C][C][=Branch1][C][=S][S][S][C][=Branch1][C][=S][N][Branch1][Ring1][C][C][C][C]
DB00823,[C][C][=Branch1][C][=O][O][C][C][C][C][C][C][C][C][Branch2][Ring1][=C][C][Branch1][N][C][Ring1][=Branch1][C][C][C][Ring1][#Branch2][=C][Ring1][=C][C][C][C][Ring1][#Branch2][Branch1][Ring1][C][#C][O][C][=Branch1][C][=O][C][C]
DB00831,[C][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][C][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][=C][Ring1][#Branch2][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][Branch1][C][F][Branch1][C][F][F]
DB00834,[C][C][#C][C][Branch2][Branch1][C][C][C][C][C][Ring1][Branch1][Branch2][Ring2][Branch2][C][C][Branch2][Ring1][Ring2][C][=C][C][C][C][=Branch1][C][=O][C][=C][Ring1][#Branch1][C][C][C][Ring1][#C][Ring1][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][Branch1][C][C][C][C][O]
DB00836,[C][N][Branch1][C][C][C][=Branch1][C][=O][C][Branch2][Ring1][O][C][C][N][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][Branch1][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Cl][O][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1]
DB00841,[C][C][Branch1][=C][C][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][N][C][C][C][=C][C][=Branch1][=Branch2][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][O]
DB00847,[C][Branch1][Ring1][C][S][N]
DB00848,[C][C][S][C][=N][C][Branch1][#Branch1][C][N][Ring1][Branch1][Ring1][Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1]
DB00851,[C][N][Branch1][C][C][N][=N][C][=C][Branch1][=Branch1][N][C][=N][Ring1][Branch1][C][=Branch1][C][=O][N]
DB00857,[C][C][Branch1][C][C][Branch1][C][C][C][#C][C][=C][C][N][Branch1][C][C][C][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#Branch2]
DB00860,[C][C][C][C][Branch2][Ring2][Branch2][C][C][Branch2][Ring1][C][C][Ring1][=Branch1][C][C][C][Ring1][=Branch2][Branch1][#Branch1][C][=Branch1][C][=O][C][O][O][C][C][C][=C][C][=Branch1][C][=O][C][=C][C][Ring2][Ring1][Ring2][Ring1][#Branch1][C][O]
DB00862,[C][C][C][C][=N][C][=Branch2][Ring2][P][=C][N][Ring1][Branch1][N][=C][Branch1][=Branch1][N][C][Ring1][=Branch1][=O][C][=C][Branch2][Ring1][N][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][C][O][C][C][C]
DB00863,[C][N][C][=Branch1][#Branch1][=C][N+1][=Branch1][C][=O][O-1][N][C][C][S][C][C][=C][C][=C][Branch1][Ring2][O][Ring1][Branch1][C][N][Branch1][C][C][C]
DB00864,[C][C][C][C][Branch2][Branch2][Ring1][C][C][Branch2][#Branch1][N][C][C][Branch2][#Branch1][=Branch1][C][Branch1][Ring2][O][Ring1][=Branch1][Branch2][=Branch1][N][C][=Branch1][C][=O][C][=Branch1][C][=O][N][C][C][C][C][C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][Branch2][Ring1][#C][C][Branch2][Ring1][#Branch2][C][Branch2][Ring1][Branch1][C][C][=Branch1][C][=O][C][Branch1][#Branch2][C][=C][Branch1][Branch1][C][Ring2][Ring1][S][C][C][C][=C][O][C][C][=Branch1][P][=C][C][C][C][C][Branch1][=Branch2][C][Branch1][Ring2][C][Ring1][=Branch1][O][C][O][C][O][C][O][C][O][C]
DB00867,[C][C][Branch1][S][C][Branch1][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][O][N][C][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O]
DB00869,[C][C][N][C][C][C][Branch2][Ring1][O][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][Ring1][Branch2][C][=C][Branch1][Ring2][S][Ring1][Branch1][S][=Branch1][C][=O][=Branch1][C][=O][N][C]
DB00870,[C][C][Branch2][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][C][=C][S][Ring1][Branch1][C][=Branch1][C][=O][O]
DB00872,[C][C][=N][C][=C][Branch1][Ring2][N][Ring1][Branch1][C][C][N][Branch1][O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1]
DB00876,[C][C][C][C][C][=N][C][=C][Branch2][Ring1][Ring2][N][Ring1][Branch1][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][=C][Branch1][=Branch2][C][C][=C][C][=C][S][Ring1][Branch1][C][=Branch1][C][=O][O]
DB00877,[C][C][C][C][C][C][C][Branch2][Branch2][=N][C][=Branch2][Branch2][Branch2][=C][C][=C][C][=C][C][Branch2][#Branch1][=C][C][C][Branch2][#Branch1][Branch2][C][=Branch1][C][=O][C][Branch2][=Branch1][=C][C][Branch2][=Branch1][=Branch2][C][=Branch2][=Branch1][Ring2][=C][C][Branch2][Branch1][=C][C][=Branch1][C][=O][C][C][Branch2][Ring1][P][O][C][=Branch1][C][=O][C][C][C][C][C][N][Ring1][=Branch1][C][=Branch1][C][=O][C][=Branch1][C][=O][C][Ring2][Ring2][Branch2][Branch1][Branch1][O][Ring2][Ring2][=Branch1][O][C][Branch1][C][C][C][C][C][C][C][Branch1][=Branch2][C][Branch1][Ring2][C][Ring1][=Branch1][O][C][O][C][C][O][O][C][C][C][C][O][C]
DB00878,[C][=C][C][=Branch2][Ring2][#C][=C][C][=C][Ring1][=Branch1][N][C][=Branch2][Ring2][Ring2][=N][C][=Branch2][Ring1][=C][=N][C][C][C][C][C][C][N][=C][Branch1][C][N][N][=C][Branch1][C][N][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Cl][N][N][Cl]
DB00880,[C][=C][C][=Branch1][P][=C][C][=Branch1][Branch1][=C][Ring1][=Branch1][Cl][S][=Branch1][C][=O][=Branch1][C][=O][N][S][=Branch1][C][=O][=Branch1][C][=O][N][=C][N][Ring1][S]
DB00881,[C][C][O][C][=Branch1][C][=O][C][Branch1][O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][Branch1][C][C][C][=Branch1][C][=O][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring1][#Branch2][C][=Branch1][C][=O][O]
DB00882,[C][C][N][Branch1][Ring1][C][C][C][C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][=N][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl][C][=C][C][=C][C][=C][Ring1][=Branch1]
DB00884,[C][=C][C][=Branch1][=Branch1][=C][N][=C][Ring1][=Branch1][C][C][Branch1][C][O][Branch1][=Branch2][P][=Branch1][C][=O][Branch1][C][O][O][P][=Branch1][C][=O][Branch1][C][O][O]
DB00887,[C][C][C][C][N][C][=C][Branch2][Ring1][Branch2][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][S][=Branch1][C][=O][=Branch1][C][=O][N][O][C][=C][C][=C][C][=C][Ring1][=Branch1]
DB00889,[C][N][C][C][C][C][C][Ring1][=Branch1][C][C][Branch1][Ring2][C][Ring1][Branch2][N][C][=Branch1][C][=O][C][=N][N][Branch1][O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=Branch2][C]
DB00890,[C][C][=C][Branch1][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C][=Branch1][Ring1][=C][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O]
DB00892,[C][C][C][C][O][C][=C][Branch2][Ring1][#Branch1][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][C][N][Branch1][Ring1][C][C][C][C][N]
DB00900,[C][C][C][Branch1][#Branch1][O][C][Ring1][Branch1][C][O][N][C][=N][C][=C][Ring1][Branch1][N][=C][N][C][Ring1][=Branch1][=O]
DB00904,[C][C][=N][C][=C][N][Ring1][Branch1][C][C][C][C][C][=C][Branch1][Branch1][C][Ring1][=Branch1][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring1][O][C]
DB00905,[C][C][N][C][=Branch1][C][=O][C][C][C][C][=C][C][C][C][Branch2][Ring1][#Branch2][C][C][Branch2][Ring1][Ring2][C][Ring1][Branch1][C][=C][C][Branch1][O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][O][O][O]
DB00908,[C][O][C][=C][C][=C][Branch1][O][C][=C][N][=C][Ring1][=Branch1][C][=C][Ring1][#Branch2][C][Branch1][#C][C][C][C][C][C][N][Ring1][=Branch1][C][C][Ring1][=Branch1][C][=C][O]
DB00909,[C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][Branch1][=N][O][Ring1][=Branch1][C][S][=Branch1][C][=O][=Branch1][C][=O][N]
DB00912,[C][C][O][C][=C][Branch2][Ring2][Branch2][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][C][C][C][C][Ring1][=Branch1][C][=Branch1][C][=O][O]
DB00914,[C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][C][N][=C][Branch1][C][N][N][=C][Branch1][C][N][N]
DB00915,[C][C][C][C][C][C][Ring1][=Branch1][C][C][Branch1][Ring2][C][Ring1][Branch2][Branch1][Ring2][C][Ring1][#Branch1][N]
DB00917,[C][C][C][C][C][C][Branch2][Ring1][N][C][=C][C][C][Branch2][Ring1][Ring2][C][C][=Branch1][C][=O][C][Ring1][=Branch1][C][C][=C][C][C][C][C][=Branch1][C][=O][O][O][O]
DB00918,[C][N][Branch1][C][C][C][C][C][=C][N][C][=C][Ring1][Branch1][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][S][=Branch1][C][=O][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1]
DB00920,[C][N][C][C][C][=Branch2][Ring1][#Branch2][=C][C][=C][Branch1][S][C][=Branch1][C][=O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][N][S][C][=C][Ring1][=C][C][C][Ring2][Ring1][Branch1]
DB00922,[C][C][C][C][=Branch1][C][=O][N][N][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][N][=C][Branch1][Ring1][C][#N][C][#N]
DB00924,[C][N][Branch1][C][C][C][C][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#C]
DB00925,[C][C][Branch1][O][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Branch1][Ring2][C][C][Cl][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
DB00927,[C][=C][Branch1][=C][N][=C][Branch1][Ring2][S][Ring1][Branch1][N][=C][Branch1][C][N][N][C][S][C][C][C][=Branch1][#Branch2][=N][S][=Branch1][C][=O][=Branch1][C][=O][N][N]
DB00928,[C][=N][C][=Branch2][Ring1][#Branch2][=N][C][=Branch1][C][=O][N][Ring1][#Branch1][C][C][Branch1][=N][C][Branch1][=Branch2][C][Branch1][Ring2][O][Ring1][Branch1][C][O][O][O][N]
DB00934,[C][N][C][C][C][C][C][C][C][Branch1][O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#Branch2][C][=C][C][=C][C][=C][Ring1][S][Ring1][=Branch1]
DB00935,[C][C][=C][C][=Branch2][Ring1][Ring2][=C][Branch1][S][C][=Branch1][N][=C][Ring1][=Branch1][C][C][=N][C][C][N][Ring1][Branch1][C][O][C][Branch1][C][C][Branch1][C][C][C]
DB00943,[C][C][C][Branch1][#Branch1][O][C][Ring1][Branch1][C][O][N][C][=C][C][=Branch1][=Branch1][=N][C][Ring1][=Branch1][=O][N]
DB00945,[C][C][=Branch1][C][=O][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O]
DB00947,[C][C][C][C][C][C][Branch1][#Branch2][C][Ring1][=Branch1][C][C][C][Ring1][=Branch2][O][C][Branch1][#C][C][C][=C][Ring1][O][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][C][C][C][C][C][C][C][C][S][=Branch1][C][=O][C][C][C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F]
DB00949,[C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][Branch1][Branch2][C][O][C][=Branch1][C][=O][N][C][O][C][=Branch1][C][=O][N]
DB00950,[C][C][Branch1][C][C][Branch2][Branch1][Ring1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][Branch2][Ring2][Ring2][C][C][C][N][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][O][O][C][=Branch1][C][=O][O]
DB00951,[C][=C][N][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][N]
DB00952,[C][N][S][=Branch1][C][=O][=Branch1][C][=O][C][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][C][=C][Ring1][#Branch1][C][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C]
DB00953,[C][N][Branch1][C][C][C][C][C][=C][N][C][=C][Ring1][Branch1][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][N][C][=N][C][=N][Ring1][Branch1]
DB00959,[C][C][C][C][C][C][C][C][Branch2][Ring1][P][C][Ring1][Branch1][Branch2][Ring1][#Branch2][C][C][Branch2][Ring1][Ring2][C][Ring1][=Branch2][C][Branch1][=N][C][Ring1][=N][=C][C][=Branch1][C][=O][C][=C][Ring1][#Branch1][C][O][C][Branch1][#Branch1][C][=Branch1][C][=O][C][O][O]
DB00961,[C][C][=C][Branch1][#Branch2][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][N][C][=Branch1][C][=O][C][C][C][C][C][N][Ring1][=Branch1][C]
DB00963,[C][=C][C][=Branch2][Ring1][O][=C][Branch2][Ring1][=Branch1][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Br][N][C][C][=Branch1][C][=O][O]
